user_id,married,has_children,total_sessions,total_page_clicks,avg_session_duration_sec,avg_flight_discount,avg_hotel_discount,total_cancellations,total_flights_booked,total_checked_bags,total_hotels_booked,avg_hotel_rooms,avg_hotel_nights,age,is_female
23557,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.8615165077572559,-0.4581645902823281,-1.2743439705800175,1.457720778039285,-0.32762476004711605,-1.5121385653879253,-0.9748337051554532,-0.2643522019443752,0.8558991330023743,2.164483938808837,1.9664220832816959,0.3652518571112334
94883,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.9859562955208907,-0.4949844309396263,-1.2743439705800175,0.3682099385442482,-0.32762476004711605,-0.18972008974503318,-0.283774425694112,-0.2643522019443752,0.8558991330023743,-0.9743448526565754,0.8044825066315382,0.3652518571112334
101486,1.1270535971059372,1.4364295765885873,-0.44387174335597185,-0.1840109965996885,-0.2688794939455133,-0.4003776602353369,-1.0844711807824678,-0.32762476004711605,-0.8509293275664792,-0.9748337051554532,-0.2643522019443752,0.8558991330023743,0.18206575472541867,0.8044825066315382,0.3652518571112334
101961,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.25314421202393006,-0.2875487089266786,0.47358865010934365,0.3682099385442482,-0.32762476004711605,1.793907623719305,0.4072848537672292,1.788627306811382,-0.16257746011414778,0.11598514858930466,0.14051703426001955,0.3652518571112334
106907,1.1270535971059372,1.4364295765885873,-0.44387174335597185,1.3230930996487777,2.372462059495696,-1.2743439705800175,-1.0844711807824678,2.893839683826002,-0.8509293275664792,5.935759089457958,-0.9486787048629609,3.9113289123519404,2.4948869694894067,0.3065084023528992,0.3652518571112334
118043,-0.8872692501650435,1.4364295765885873,-0.44387174335597185,0.2722682252003059,-0.14078793560251807,1.0562328570057975,0.6103234584320332,-0.32762476004711605,0.4714891480764129,1.0983441332285704,1.1043008038927964,0.3466608364441133,0.6776703007462732,0.8044825066315382,0.3652518571112334
120851,1.1270535971059372,1.4364295765885873,-0.44387174335597185,-1.2348358710481604,-0.5613638619837696,1.3475549604540242,-1.0844711807824678,-0.32762476004711605,-0.8509293275664792,-0.9748337051554532,-0.9486787048629609,-0.16257746011414778,2.4948869694894067,0.8044825066315382,0.3652518571112334
125845,1.1270535971059372,-0.6961705720199143,1.725926721720742,0.2031350097760643,-0.2293514646952683,0.47358865010934365,-0.35813062111910987,-0.32762476004711605,0.4714891480764129,0.4072848537672292,0.41997430097421057,0.5164069352968668,-0.5888746501959107,-0.10847001787929993,0.3652518571112334
133058,-0.8872692501650435,-0.6961705720199143,-0.44387174335597185,-0.9859562955208907,-0.4934286630245292,-1.2743439705800175,-0.35813062111910987,-0.32762476004711605,-0.8509293275664792,-0.9748337051554532,-1.6330052077815467,-2.199530646347192,-1.1395463679968603,-1.934375066900976,0.3652518571112334
149058,-0.8872692501650435,1.4364295765885873,-0.44387174335597185,-0.03191792266635703,-0.22946670676305322,-0.6916997636835637,-1.0844711807824678,-0.32762476004711605,1.793907623719305,0.4072848537672292,1.788627306811382,0.24481317713246095,0.5124687854059884,0.7214868225850983,0.3652518571112334
